date,보건업 및 사회복지 서비스업(86~87),제조업(10~34),도매 및 소매업(45~47),숙박 및 음식점업(55~56),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","전문, 과학 및 기술 서비스업(70~73)",교육 서비스업(85),정보통신업(58~63),건설업(41~42),운수 및 창고업(49~52),"공공 행정, 국방 및 사회보장 행정(84)",부동산업(68),"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","예술, 스포츠 및 여가관련 서비스업(90~91)","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",금융 및 보험업(64~66),"농업, 임업 및 어업(01~03)","전기, 가스, 증기 및 공기 조절 공급업(35)",광업(05~08)
2007-01,"  136,257 ","  1,075,488 ","  207,068 ","  49,929 ","  77,310 ","  79,955 ","  52,077 ","  78,920 ","  112,277 ","  86,360 ","  22,054 ","  57,143 ","  51,281 ","  20,534 ","  19,331 ","  18,983 ","  4,090 ","  12,064 ","  1,401 "
2007-02,"  138,287 ","  1,082,058 ","  210,271 ","  50,888 ","  79,090 ","  81,255 ","  51,576 ","  79,633 ","  113,072 ","  86,702 ","  23,261 ","  57,472 ","  51,127 ","  20,523 ","  19,391 ","  19,019 ","  4,503 ","  12,063 ","  1,384 "
2007-03,"  142,007 ","  1,082,840 ","  211,834 ","  51,334 ","  80,122 ","  81,910 ","  53,017 ","  80,272 ","  113,668 ","  86,340 ","  22,497 ","  57,732 ","  50,918 ","  20,879 ","  19,397 ","  19,152 ","  4,860 ","  12,081 ","  1,353 "
2007-04,"  145,672 ","  1,085,524 ","  215,471 ","  52,124 ","  82,934 ","  82,980 ","  54,429 ","  80,890 ","  115,614 ","  87,311 ","  24,069 ","  58,229 ","  51,731 ","  21,465 ","  19,750 ","  19,304 ","  5,153 ","  12,175 ","  1,358 "
2007-05,"  147,838 ","  1,086,035 ","  217,312 ","  54,131 ","  83,901 ","  83,767 ","  55,631 ","  81,494 ","  116,782 ","  88,716 ","  25,278 ","  58,651 ","  52,585 ","  21,802 ","  19,876 ","  19,379 ","  4,829 ","  12,152 ","  1,373 "
2007-06,"  151,989 ","  1,093,718 ","  212,885 ","  55,508 ","  85,071 ","  84,060 ","  55,552 ","  83,956 ","  117,401 ","  89,251 ","  23,900 ","  59,378 ","  52,915 ","  22,162 ","  19,971 ","  19,380 ","  4,828 ","  12,148 ","  1,397 "
2007-07,"  155,620 ","  1,100,908 ","  213,954 ","  57,119 ","  84,026 ","  85,344 ","  54,779 ","  83,752 ","  117,881 ","  89,420 ","  25,191 ","  60,128 ","  53,400 ","  22,466 ","  19,624 ","  19,423 ","  4,877 ","  12,119 ","  1,548 "
2007-08,"  157,039 ","  1,103,728 ","  215,273 ","  58,518 ","  84,481 ","  85,550 ","  54,774 ","  83,749 ","  118,591 ","  90,340 ","  25,770 ","  60,790 ","  53,804 ","  22,518 ","  19,868 ","  19,465 ","  4,953 ","  12,187 ","  1,550 "
2007-09,"  158,873 ","  1,105,411 ","  216,632 ","  58,990 ","  84,607 ","  85,513 ","  55,670 ","  83,864 ","  118,860 ","  90,685 ","  25,337 ","  60,840 ","  53,872 ","  22,575 ","  19,744 ","  19,473 ","  4,917 ","  12,201 ","  1,471 "
2007-10,"  161,008 ","  1,106,029 ","  217,575 ","  59,339 ","  85,021 ","  86,169 ","  56,746 ","  84,162 ","  119,348 ","  91,375 ","  25,118 ","  61,312 ","  54,243 ","  22,583 ","  19,786 ","  19,552 ","  4,931 ","  12,230 ","  1,454 "
2007-11,"  163,495 ","  1,112,543 ","  220,556 ","  60,481 ","  85,231 ","  86,789 ","  56,917 ","  84,478 ","  120,442 ","  92,014 ","  25,670 ","  65,949 ","  54,872 ","  22,656 ","  20,112 ","  19,671 ","  5,097 ","  12,282 ","  1,435 "
2007-12,"  164,423 ","  1,116,136 ","  222,798 ","  61,059 ","  85,146 ","  86,257 ","  56,514 ","  85,118 ","  120,432 ","  92,565 ","  23,697 ","  66,315 ","  55,307 ","  22,128 ","  20,010 ","  19,751 ","  4,563 ","  12,346 ","  1,424 "
2008-01,"  163,114 ","  1,123,425 ","  223,540 ","  61,208 ","  84,044 ","  86,579 ","  54,378 ","  85,973 ","  120,886 ","  92,198 ","  22,601 ","  66,449 ","  55,128 ","  22,223 ","  19,780 ","  19,843 ","  4,290 ","  12,290 ","  1,409 "
2008-02,"  166,829 ","  1,125,457 ","  225,423 ","  61,634 ","  85,118 ","  87,245 ","  54,568 ","  86,210 ","  110,835 ","  92,258 ","  24,396 ","  66,775 ","  56,350 ","  22,419 ","  19,838 ","  19,997 ","  4,850 ","  12,252 ","  1,395 "
2008-03,"  170,611 ","  1,121,787 ","  226,835 ","  61,811 ","  85,103 ","  87,606 ","  56,119 ","  86,048 ","  111,502 ","  92,474 ","  25,039 ","  67,772 ","  56,227 ","  22,553 ","  19,930 ","  20,268 ","  5,383 ","  12,359 ","  1,335 "
2008-04,"  174,334 ","  1,122,756 ","  229,957 ","  61,887 ","  87,658 ","  87,962 ","  57,977 ","  86,257 ","  112,442 ","  93,200 ","  26,004 ","  68,203 ","  57,260 ","  22,900 ","  20,215 ","  20,387 ","  5,436 ","  12,143 ","  1,281 "
2008-05,"  177,290 ","  1,119,786 ","  230,838 ","  62,622 ","  89,807 ","  89,453 ","  59,273 ","  87,169 ","  113,243 ","  93,388 ","  26,618 ","  68,549 ","  57,713 ","  23,347 ","  20,388 ","  20,476 ","  4,996 ","  12,269 ","  1,305 "
2008-06,"  179,410 ","  1,116,916 ","  232,236 ","  61,879 ","  90,060 ","  89,582 ","  59,760 ","  87,432 ","  113,592 ","  93,873 ","  24,997 ","  69,118 ","  57,916 ","  23,492 ","  20,320 ","  20,587 ","  5,037 ","  12,269 ","  1,297 "
2008-07,"  180,366 ","  1,117,032 ","  233,752 ","  61,965 ","  90,537 ","  91,014 ","  59,230 ","  87,482 ","  113,776 ","  94,111 ","  27,131 ","  68,745 ","  57,945 ","  23,607 ","  20,371 ","  20,690 ","  5,029 ","  12,236 ","  1,395 "
2008-08,"  182,010 ","  1,111,738 ","  235,388 ","  61,807 ","  92,240 ","  91,682 ","  58,754 ","  87,365 ","  113,737 ","  94,039 ","  27,383 ","  68,904 ","  57,733 ","  23,434 ","  20,525 ","  20,687 ","  5,105 ","  12,266 ","  1,416 "
2008-09,"  184,365 ","  1,111,852 ","  236,770 ","  62,026 ","  92,453 ","  92,015 ","  60,712 ","  87,061 ","  114,077 ","  94,228 ","  25,629 ","  69,196 ","  57,507 ","  23,408 ","  20,547 ","  20,746 ","  5,027 ","  12,286 ","  1,304 "
2008-10,"  188,042 ","  1,113,154 ","  238,274 ","  62,373 ","  94,476 ","  92,418 ","  61,453 ","  86,745 ","  114,018 ","  94,807 ","  26,896 ","  69,815 ","  57,534 ","  23,546 ","  20,743 ","  20,826 ","  4,908 ","  12,211 ","  1,309 "
2008-11,"  189,673 ","  1,111,717 ","  239,458 ","  63,519 ","  95,395 ","  92,379 ","  61,938 ","  86,564 ","  114,614 ","  95,637 ","  27,309 ","  69,869 ","  57,415 ","  23,635 ","  20,715 ","  20,895 ","  5,340 ","  12,124 ","  1,321 "
2008-12,"  191,654 ","  1,104,428 ","  239,631 ","  64,028 ","  93,393 ","  91,594 ","  61,551 ","  86,423 ","  113,508 ","  96,057 ","  24,693 ","  69,980 ","  57,995 ","  23,416 ","  20,569 ","  20,967 ","  4,724 ","  12,147 ","  1,350 "
2009-01,"  190,590 ","  1,097,503 ","  238,392 ","  63,854 ","  90,869 ","  92,008 ","  60,108 ","  85,584 ","  111,480 ","  95,657 ","  27,963 ","  69,094 ","  58,124 ","  23,043 ","  20,321 ","  20,944 ","  4,555 ","  12,156 ","  1,306 "
2009-02,"  195,700 ","  1,093,450 ","  239,527 ","  63,875 ","  92,697 ","  93,275 ","  60,312 ","  85,578 ","  111,596 ","  95,930 ","  31,523 ","  69,448 ","  57,739 ","  22,977 ","  20,527 ","  20,918 ","  5,546 ","  12,759 ","  1,322 "
2009-03,"  199,790 ","  1,092,705 ","  239,602 ","  64,621 ","  94,144 ","  94,567 ","  62,878 ","  85,386 ","  111,840 ","  96,122 ","  30,120 ","  69,431 ","  58,202 ","  23,299 ","  20,617 ","  21,047 ","  5,754 ","  12,806 ","  1,343 "
2009-04,"  202,542 ","  1,088,810 ","  241,335 ","  65,614 ","  96,810 ","  95,948 ","  64,557 ","  86,416 ","  112,920 ","  96,351 ","  33,588 ","  68,812 ","  58,615 ","  23,705 ","  21,020 ","  21,089 ","  6,036 ","  12,933 ","  1,391 "
2009-05,"  204,815 ","  1,092,327 ","  243,806 ","  65,755 ","  99,606 ","  96,975 ","  65,873 ","  86,077 ","  113,385 ","  96,241 ","  34,295 ","  68,583 ","  58,832 ","  24,126 ","  21,426 ","  21,176 ","  5,612 ","  12,873 ","  1,363 "
2009-06,"  207,684 ","  1,093,691 ","  245,888 ","  66,285 ","  106,006 ","  99,810 ","  66,193 ","  86,233 ","  113,945 ","  96,152 ","  59,879 ","  68,147 ","  58,779 ","  24,435 ","  25,495 ","  21,282 ","  5,795 ","  12,939 ","  1,404 "
2009-07,"  210,499 ","  1,096,459 ","  247,469 ","  67,250 ","  108,995 ","  104,144 ","  65,714 ","  89,202 ","  114,036 ","  96,353 ","  68,351 ","  68,189 ","  59,067 ","  24,529 ","  27,119 ","  21,158 ","  6,069 ","  13,041 ","  1,442 "
2009-08,"  213,563 ","  1,096,834 ","  249,659 ","  67,952 ","  108,994 ","  104,482 ","  65,309 ","  89,497 ","  114,226 ","  96,519 ","  68,875 ","  68,200 ","  59,231 ","  24,535 ","  26,873 ","  21,219 ","  6,138 ","  13,023 ","  1,438 "
2009-09,"  217,245 ","  1,104,138 ","  249,939 ","  68,451 ","  109,419 ","  104,672 ","  69,620 ","  91,537 ","  114,674 ","  96,609 ","  66,392 ","  68,005 ","  59,623 ","  24,405 ","  26,190 ","  21,211 ","  6,177 ","  13,005 ","  1,344 "
2009-10,"  220,262 ","  1,113,792 ","  252,368 ","  69,358 ","  111,923 ","  105,135 ","  70,937 ","  91,298 ","  114,902 ","  97,118 ","  65,322 ","  68,120 ","  59,739 ","  24,371 ","  26,026 ","  21,216 ","  6,182 ","  12,814 ","  1,317 "
2009-11,"  222,977 ","  1,120,011 ","  253,732 ","  69,975 ","  113,665 ","  105,717 ","  71,291 ","  91,077 ","  115,295 ","  97,656 ","  64,634 ","  68,314 ","  59,825 ","  24,311 ","  26,766 ","  21,195 ","  6,381 ","  12,784 ","  1,336 "
2009-12,"  224,140 ","  1,127,830 ","  254,919 ","  70,286 ","  112,273 ","  100,237 ","  70,525 ","  90,785 ","  115,309 ","  98,256 ","  32,317 ","  68,703 ","  60,063 ","  23,969 ","  24,698 ","  21,342 ","  4,865 ","  12,810 ","  1,358 "
2010-01,"  226,259 ","  1,134,404 ","  256,385 ","  70,161 ","  107,335 ","  99,502 ","  66,475 ","  85,450 ","  115,291 ","  102,319 ","  27,236 ","  68,543 ","  59,201 ","  22,926 ","  21,196 ","  21,254 ","  4,675 ","  12,530 ","  1,321 "
2010-02,"  229,982 ","  1,141,392 ","  259,274 ","  71,424 ","  108,554 ","  100,447 ","  66,157 ","  83,817 ","  115,122 ","  102,492 ","  29,356 ","  68,739 ","  59,052 ","  23,084 ","  21,499 ","  21,270 ","  5,914 ","  12,528 ","  1,319 "
2010-03,"  233,004 ","  1,145,630 ","  260,108 ","  71,442 ","  107,504 ","  103,440 ","  69,838 ","  83,547 ","  115,339 ","  102,746 ","  35,849 ","  68,549 ","  59,391 ","  23,150 ","  20,811 ","  21,338 ","  6,224 ","  12,947 ","  1,285 "
2010-04,"  238,334 ","  1,156,512 ","  261,725 ","  71,978 ","  109,408 ","  106,112 ","  72,862 ","  84,119 ","  115,850 ","  103,186 ","  44,825 ","  68,614 ","  59,960 ","  23,743 ","  21,403 ","  21,443 ","  6,364 ","  12,933 ","  1,289 "
2010-05,"  241,486 ","  1,164,908 ","  263,615 ","  71,979 ","  113,617 ","  108,181 ","  74,324 ","  84,443 ","  116,236 ","  102,484 ","  45,413 ","  69,105 ","  60,458 ","  24,391 ","  21,649 ","  21,549 ","  5,529 ","  12,960 ","  1,283 "
2010-06,"  245,088 ","  1,172,419 ","  266,966 ","  72,039 ","  115,702 ","  107,764 ","  75,268 ","  85,398 ","  116,177 ","  102,902 ","  41,530 ","  68,530 ","  60,807 ","  24,649 ","  21,594 ","  21,623 ","  5,395 ","  13,001 ","  1,291 "
2010-07,"  248,690 ","  1,175,053 ","  269,703 ","  72,642 ","  118,080 ","  108,678 ","  73,219 ","  85,458 ","  115,246 ","  103,085 ","  42,183 ","  68,804 ","  60,736 ","  24,727 ","  21,882 ","  21,731 ","  5,524 ","  13,078 ","  1,370 "
2010-08,"  250,587 ","  1,181,044 ","  273,917 ","  73,250 ","  119,615 ","  108,702 ","  72,634 ","  85,586 ","  115,049 ","  102,695 ","  41,238 ","  68,815 ","  59,797 ","  24,498 ","  21,925 ","  21,757 ","  5,412 ","  12,877 ","  1,401 "
2010-09,"  255,221 ","  1,188,341 ","  274,241 ","  73,728 ","  117,587 ","  107,391 ","  72,693 ","  84,980 ","  114,770 ","  103,095 ","  36,194 ","  68,768 ","  59,569 ","  24,471 ","  21,260 ","  21,806 ","  5,216 ","  12,935 ","  1,291 "
2010-10,"  258,061 ","  1,193,659 ","  276,029 ","  74,941 ","  117,482 ","  107,535 ","  73,949 ","  85,058 ","  114,419 ","  103,716 ","  40,448 ","  68,205 ","  60,059 ","  24,468 ","  21,504 ","  21,938 ","  4,870 ","  12,861 ","  1,266 "
2010-11,"  261,085 ","  1,204,679 ","  279,465 ","  76,598 ","  118,493 ","  108,682 ","  74,587 ","  85,054 ","  113,947 ","  104,593 ","  41,688 ","  68,535 ","  60,302 ","  24,171 ","  21,710 ","  22,014 ","  5,151 ","  12,777 ","  1,260 "
2010-12,"  262,125 ","  1,212,892 ","  281,350 ","  77,770 ","  118,623 ","  111,315 ","  74,514 ","  85,040 ","  113,403 ","  105,593 ","  28,776 ","  66,416 ","  60,472 ","  24,129 ","  20,953 ","  22,065 ","  4,561 ","  12,795 ","  1,272 "
2011-01,"  262,657 ","  1,248,591 ","  283,172 ","  78,397 ","  118,705 ","  110,586 ","  69,517 ","  85,508 ","  112,461 ","  105,930 ","  28,145 ","  66,007 ","  59,925 ","  23,055 ","  20,554 ","  22,075 ","  4,388 ","  12,829 ","  1,296 "
2011-02,"  266,480 ","  1,249,048 ","  286,747 ","  79,251 ","  119,696 ","  110,949 ","  68,391 ","  85,965 ","  118,532 ","  104,835 ","  29,926 ","  66,038 ","  60,416 ","  23,268 ","  20,562 ","  22,060 ","  4,794 ","  12,904 ","  1,203 "
2011-03,"  271,116 ","  1,261,269 ","  290,055 ","  80,653 ","  121,253 ","  111,972 ","  73,501 ","  85,889 ","  119,356 ","  103,981 ","  32,512 ","  66,078 ","  61,269 ","  23,396 ","  21,300 ","  22,121 ","  5,302 ","  12,880 ","  1,193 "
2011-04,"  274,757 ","  1,266,475 ","  293,889 ","  83,136 ","  126,047 ","  114,262 ","  81,005 ","  86,341 ","  119,668 ","  104,758 ","  36,623 ","  66,886 ","  61,800 ","  24,153 ","  21,541 ","  22,187 ","  5,461 ","  12,982 ","  1,201 "
2011-05,"  276,865 ","  1,262,958 ","  297,325 ","  83,878 ","  128,878 ","  114,207 ","  84,728 ","  88,847 ","  120,127 ","  104,686 ","  37,189 ","  66,319 ","  62,075 ","  24,505 ","  22,006 ","  22,124 ","  5,143 ","  13,179 ","  1,217 "
2011-06,"  278,534 ","  1,266,916 ","  299,007 ","  84,715 ","  129,258 ","  113,474 ","  84,035 ","  89,274 ","  119,873 ","  104,528 ","  33,647 ","  65,616 ","  62,444 ","  24,920 ","  21,758 ","  22,202 ","  4,968 ","  13,214 ","  1,204 "
2011-07,"  279,910 ","  1,272,657 ","  301,932 ","  85,827 ","  129,835 ","  114,394 ","  78,043 ","  89,842 ","  119,857 ","  103,646 ","  33,098 ","  66,093 ","  62,850 ","  24,876 ","  21,586 ","  22,198 ","  5,086 ","  13,162 ","  1,253 "
2011-08,"  280,080 ","  1,278,578 ","  303,073 ","  86,812 ","  132,853 ","  114,767 ","  77,509 ","  89,796 ","  119,478 ","  103,604 ","  35,075 ","  66,029 ","  61,301 ","  25,126 ","  21,726 ","  22,200 ","  5,158 ","  13,178 ","  1,315 "
2011-09,"  282,894 ","  1,287,462 ","  305,064 ","  87,357 ","  134,870 ","  115,053 ","  79,872 ","  90,357 ","  119,666 ","  104,299 ","  33,093 ","  66,538 ","  61,512 ","  25,529 ","  21,835 ","  22,273 ","  5,176 ","  13,008 ","  1,217 "
